timestamp,latency_ms,packet_loss_pct,throughput_mbps,jitter_ms,is_anomaly
2023-01-01 00:00:00,26.81881164178577,0.0,1068.1419586020404,2.136126539982838,0
2023-01-01 00:01:00,25.008564409881124,0.0,1062.6829824291326,3.763382723246624,0
2023-01-01 00:02:00,23.317054360048303,0.0,1031.0520232121644,2.1655277351855164,0
2023-01-01 00:03:00,37.991504562712336,0.0,1053.6654766100905,3.721939898004921,1
2023-01-01 00:04:00,35.9182504904701,0.0,1053.8659822072273,3.2892849106595032,1
2023-01-01 00:05:00,40.57622731544919,0.0,1067.018675520089,2.839867988219186,1
2023-01-01 00:06:00,40.09975300924884,0.0,1067.7375589953713,2.749498166769191,1
2023-01-01 00:07:00,33.983243606930564,0.32076568872841843,1060.8108953940048,2.5195753822362086,1
2023-01-01 00:08:00,42.82932434651644,0.0,1059.7289891252947,3.091034978433079,1
2023-01-01 00:09:00,36.225786101171465,0.0,1047.52813506723,2.9361800675209473,1
2023-01-01 00:10:00,31.252160430088665,0.0,1012.4349894276326,5.016907767094299,1
2023-01-01 00:11:00,35.22002750255463,0.44592067877645175,978.0828874889552,3.0885047032229833,1
2023-01-01 00:12:00,39.05882070380122,0.5100164442155741,1031.235580954156,3.652187973138528,1
2023-01-01 00:13:00,42.63117484852746,0.6284444859861245,1008.3631398886097,2.2654570471608046,1
2023-01-01 00:14:00,31.451330360833758,0.06783885254171196,1014.6432889994171,1.648202521532907,1
2023-01-01 00:15:00,34.380469244321866,0.0,1051.2317016038335,2.811021665788181,1
2023-01-01 00:16:00,35.200871056026074,0.5205708432390321,1056.8404187995548,3.0573039392315255,1
2023-01-01 00:17:00,31.059350862721352,0.0285061615017681,1045.79801634955,4.039664839351945,1
2023-01-01 00:18:00,33.12991019650451,0.3768019131755968,1049.4455251300822,4.180392648836819,1
2023-01-01 00:19:00,37.69169878804409,0.0,1040.2414201387626,3.2714729874670203,1
2023-01-01 00:20:00,35.17075665426755,0.0,998.3301001437495,3.025987671900585,1
2023-01-01 00:21:00,21.779118249261742,0.0,1024.415627842356,3.5666237812109647,0
2023-01-01 00:22:00,19.978926834042554,0.5383015894400998,1105.7980027956455,4.5494357751573995,0
2023-01-01 00:23:00,20.426960400000905,0.8983345258856306,1060.5817825128047,5.392376759263976,0
2023-01-01 00:24:00,22.69844564467159,0.27604765265313136,1098.028006869069,5.550801659944335,0
2023-01-01 00:25:00,22.217484811325342,0.0,1068.4581513037053,4.016978311821297,0
2023-01-01 00:26:00,20.41740918036585,0.0,1103.82047441241,3.531934146408145,0
2023-01-01 00:27:00,17.050670525023513,0.0,1118.4922259332736,4.142943239129948,0
2023-01-01 00:28:00,15.767907139059194,0.0,1193.1591632708955,2.995311554894185,0
2023-01-01 00:29:00,17.02129525181837,0.0,1170.7264927406313,4.699296655455642,0
2023-01-01 00:30:00,20.004881570909575,0.0,1206.2018692616957,2.0283540981276933,0
2023-01-01 00:31:00,16.72461561685461,0.0,1225.248197188313,1.3917230372612472,0
